,gp_name,n_source_genes,n_non_zero_source_genes,n_target_genes,n_non_zero_target_genes,gp_source_genes,gp_target_genes,gp_source_genes_weights_sign_corrected,gp_target_genes_weights_sign_corrected,gp_source_genes_importances,gp_target_genes_importances
62,GAL_ligand_receptor_GP,1,1,1,1,['Gal'],['Gpr151'],[0.9767],[0.0028],[0.9972],[0.0028]
506,SEMA3B_ligand_receptor_GP,1,1,1,1,['Sema3b'],['Plxna4'],[0.4174],[-0.4148],[0.5016],[0.4984]
426,FNDC5_ligand_receptor_GP,1,1,1,1,['Fndc5'],['Itgav'],[0.4649],[0.1214],[0.793],[0.207]
507,SEMA6B_ligand_receptor_GP,1,1,1,1,['Sema6b'],['Plxna4'],[0.422],[0.912],[0.3163],[0.6837]
640,WNT7B_ligand_receptor_GP,1,1,1,1,['Wnt7b'],['Tmed5'],[1.0307],[0.11],[0.9035],[0.0965]
763,NLGN2_ligand_receptor_GP,1,1,1,1,['Nlgn2'],['Nrxn1'],[0.2572],[-0.1843],[0.5826],[0.4174]
78,FAS_ligand_receptor_GP,1,1,1,1,['Fas'],['Il1a'],[1.022],[0.0475],[0.9556],[0.0444]
1121,PENK_ligand_targetgenes_GP,1,1,2,2,['Penk'],"['Calca', 'Nos1']",[0.1904],"[0.7797, -0.3467]",[0.1446],"[0.5921, 0.2633]"
1009,CDH3_ligand_targetgenes_GP,1,1,2,2,['Cdh3'],"['Mmp9', 'Ccnd1']",[1.03],"[-0.2127, -0.211]",[0.7085],"[0.1463, 0.1452]"
387,HLA-DQA1_ligand_receptor_GP,0,0,1,1,[],['Lag3'],[],[0.6803],[],[1.0]
624,APOC4_ligand_receptor_GP,1,1,1,1,['Apoc4'],['Vldlr'],[0.2144],[0.1818],[0.5411],[0.4589]
364,SPP1_ligand_receptor_GP,1,1,1,1,['Spp1'],['Ptger4'],[0.6384],[-0.1167],[0.8454],[0.1546]
1260,PROC_ligand_targetgenes_GP,1,1,0,0,['Proc'],[],[0.91],[],[1.0],[]
142,LRIG2_ligand_receptor_GP,1,1,1,1,['Lrig2'],['Egfr'],[-0.1337],[0.2854],[0.3191],[0.6809]
143,ANXA2_ligand_receptor_GP,1,1,1,1,['Anxa2'],['Robo4'],[0.8214],[0.5409],[0.603],[0.397]
331,LAMC2_ligand_receptor_GP,1,1,1,1,['Lamc2'],['Sv2c'],[1.0226],[0.0633],[0.9417],[0.0583]
1382,PCDH7_ligand_targetgenes_GP,1,1,0,0,['Pcdh7'],[],[1.023],[],[1.0],[]
799,NXPH2_ligand_receptor_GP,1,1,1,1,['Nxph2'],['Nrxn1'],[0.4504],[0.2815],[0.6154],[0.3846]
1376,ROBO1_ligand_targetgenes_GP,1,1,1,1,['Robo1'],['Cdkn1a'],[0.3816],[-0.1189],[0.7625],[0.2375]
611,COMPLEX:LAMA3_LAMB3_LAMC2_ligand_receptor_GP,0,0,2,2,[],"['Itga6', 'Itgb1']",[],"[0.3909, -0.0039]",[],"[0.9901, 0.0099]"
259,TFF3_ligand_receptor_GP,1,1,1,1,['Tff3'],['Ackr3'],[0.4974],[-0.2234],[0.6901],[0.3099]
593,CYTL1_ligand_receptor_GP,1,1,1,1,['Cytl1'],['Ccr2'],[0.648],[-0.4848],[0.572],[0.428]
8,CALML3_ligand_receptor_GP,1,1,1,1,['Calml3'],['Adcy3'],[0.2258],[0.1158],[0.661],[0.339]
131,DCN_ligand_receptor_GP,1,1,1,1,['Dcn'],['Tlr4'],[0.7571],[-0.0931],[0.8905],[0.1095]
672,COMPLEX:LAMA4_LAMB1_LAMC1_ligand_receptor_GP,0,0,2,2,[],"['Itga6', 'Itgb1']",[],"[0.3494, 0.05]",[],"[0.8749, 0.1251]"
732,IHH_ligand_receptor_GP,1,1,2,2,['Ihh'],"['Ptch2', 'Smo']",[0.8908],"[0.0284, -0.0199]",[0.9486],"[0.0302, 0.0212]"
229,RSPO3_ligand_receptor_GP,1,1,1,1,['Rspo3'],['Rnf43'],[0.0652],[0.5551],[0.1051],[0.8949]
819,SCGB3A2_ligand_receptor_GP,1,1,1,1,['Scgb3a2'],['Marco'],[1.0626],[0.126],[0.894],[0.106]
720,PSG4_ligand_receptor_GP,0,0,1,1,[],['Dscam'],[],[0.2208],[],[1.0]
419,MIA_ligand_receptor_GP,1,1,1,1,['Mia'],['Cdh19'],[0.0417],[0.8969],[0.0444],[0.9556]
10,GNRH1_ligand_receptor_GP,1,1,0,0,['Gnrh1'],[],[0.2447],[],[1.0],[]
302,CCK_ligand_receptor_GP,1,1,1,1,['Cck'],['Cckar'],[0.8424],[-0.7186],[0.5396],[0.4604]
268,PLG_ligand_receptor_GP,1,1,1,1,['Plg'],['Mmp12'],[1.0601],[-0.0254],[0.9766],[0.0234]
447,AGRP_ligand_receptor_GP,1,1,1,1,['Agrp'],['Atrn'],[0.2766],[0.0259],[0.9143],[0.0857]
411,TNFRSF25_ligand_receptor_GP,1,1,1,1,['Tnfrsf25'],['Map3k14'],[0.4147],[-0.1177],[0.779],[0.221]
680,IFNL2_ligand_receptor_GP,1,1,2,2,['Ifnl2'],"['Il10rb', 'Ifnlr1']",[-0.0218],"[0.3335, 0.2415]",[0.0365],"[0.5589, 0.4047]"
256,THPO_ligand_receptor_GP,1,1,1,1,['Thpo'],['Fpr1'],[0.8214],[-0.0181],[0.9785],[0.0215]
1230,JAG2_ligand_targetgenes_GP,1,1,0,0,['Jag2'],[],[0.628],[],[1.0],[]
1416,AMIGO1_ligand_targetgenes_GP,1,1,0,0,['Amigo1'],[],[0.2401],[],[1.0],[]
1342,MSTN_ligand_targetgenes_GP,1,0,163,43,['Mstn'],"['Tnnt2', 'Myh7', 'Myl4', 'Tnni1', 'Ramp1', 'Actc1', 'Thbs4', 'Tbx20', 'Gata4', 'Tgfb1i1', 'Gamt', 'Cdo1', 'Tecrl', 'Smad6', 'Frzb', 'Gadd45g', 'Klf2', 'Nnat', 'Ociad2', 'Odc1', 'Ppp1r14a', 'Ddx3x', 'Mycl', 'Gstm5', 'Comtd1', 'Ube2k', 'Id2', 'Gadd45a', 'Mef2c', 'Aimp1', 'Ankrd1', 'Rrad', 'Stbd1', 'Pgf', 'Perp', 'Hk1', 'Fbxo32', 'Nrtn', 'Krt18', 'Dusp23', 'Celsr2', 'Pax3', 'Mfap4', 'Wnt4', 'Vegfa', 'Uros', 'Unc5a', 'Tslp', 'Tro', 'Tph1', 'Tnfsf11', 'Tnfrsf1a', 'Tnfrsf12a', 'Tmem100', 'Tg', 'Tecta', 'Tdrd9', 'Svep1', 'Stx3', 'Sox18', 'Smad7', 'Slit2', 'Slc5a7', 'Slc44a4', 'Serpine1', 'Scgb1a1', 'S100a9', 'S100a8', 'Runx1', 'Reep6', 'Rara', 'Rab33a', 'Pth1r', 'Ptgdr2', 'Prl', 'Ppp1r3d', 'Ppm1a', 'Ppfibp2', 'Ppara', 'Postn', 'Plekho1', 'Pla2g4e', 'Pitx1', 'Pip', 'Pcbd1', 'Pars2', 'Paqr5', 'Nxph3', 'Ntsr2', 'Nsf', 'Nr1d1', 'Nr0b2', 'Npnt', 'Nme4', 'Ndrg4', 'Nat8l', 'Mocs3', 'Man1b1', 'Lypd6', 'Lhx2', 'Lgi2', 'Lgals3', 'Klhl4', 'Kalrn', 'Junb', 'Il2rb', 'Il20rb', 'Il17a', 'Il15', 'Il12a', 'Igfbp5', 'Id3', 'Id1', 'Htra1', 'Hoxb5', 'Hoxb1', 'Hoxa10', 'Grhl3', 'Ghrl', 'Gdf10', 'Gata1', 'Gale', 'Fstl5', 'Foxa3', 'Flrt2', 'Fasn', 'Epx', 'Dusp26', 'Dkk3', 'Cxcl2', 'Cxcl10', 'Creb3l1', 'Cps1', 'Comp', 'Col6a3', 'Col5a2', 'Col2a1', 'Col1a2', 'Col1a1', 'Clic1', 'Cldn11', 'Clcf1', 'Chrm3', 'Chad', 'Celsr1', 'Cdkn1a', 'Cdh4', 'Cdh3', 'Cdh11', 'Cd248', 'Ccr2', 'Ccnd1', 'Ccl25', 'C3', 'Btbd17', 'Avpr2', 'Arl4d', 'Anpep', 'Alox5', 'Ak4', 'Adamts3', 'Adam23', 'Acvr2b']",[0.0],"[0.1627, 0.1528, 0.1515, 0.1356, 0.1352, 0.1325, 0.1229, 0.0966, 0.0942, 0.0758, 0.0463, 0.0444, 0.0316, 0.0241, -0.0238, 0.0233, 0.0199, -0.0133, 0.0114, -0.0114, 0.0062, -0.0042, -0.0032, -0.0019, 0.0017, -0.0016, 0.0015, -0.0009, 0.0006, -0.0006, 0.0003, 0.0002, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0]",[0.0],"[0.106, 0.0996, 0.0987, 0.0884, 0.0881, 0.0863, 0.0801, 0.063, 0.0614, 0.0494, 0.0302, 0.029, 0.0206, 0.0157, 0.0155, 0.0152, 0.013, 0.0087, 0.0074, 0.0074, 0.004, 0.0027, 0.0021, 0.0012, 0.0011, 0.0011, 0.001, 0.0006, 0.0004, 0.0004, 0.0002, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 1e-04, 1e-04, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
135,FGF16_ligand_receptor_GP,1,1,1,1,['Fgf16'],['Fgfr4'],[0.747],[-0.531],[0.5845],[0.4155]
248,EFNA5_ligand_receptor_GP,1,1,1,1,['Efna5'],['Epha10'],[0.2318],[-0.0826],[0.7373],[0.2627]
529,ANGPT4_ligand_receptor_GP,1,1,1,1,['Angpt4'],['Tek'],[0.6139],[0.4279],[0.5893],[0.4107]
290,OSM_ligand_receptor_GP,1,1,1,1,['Osm'],['Plat'],[-0.0169],[0.591],[0.0279],[0.9721]
665,HHIP_ligand_receptor_GP,1,1,2,2,['Hhip'],"['Ptch2', 'Smo']",[0.5139],"[0.304, 0.2122]",[0.4989],"[0.2951, 0.206]"
638,MYL9_ligand_receptor_GP,1,1,1,1,['Myl9'],['Cd69'],[0.7116],[0.085],[0.8933],[0.1067]
676,TG_ligand_receptor_GP,1,1,1,1,['Tg'],['Asgr1'],[1.1555],[0.3155],[0.7855],[0.2145]
1508,Adenosine triphosphate_metabolite_enzyme_sensor_GP,404,81,13,0,"['Ckb', 'Ak1', 'Prps1', 'Pfkp', 'Polr2h', 'Mcm6', 'Mcm7', 'Ddx21', 'Polr1c', 'Ddx18', 'Tk1', 'Mcm5', 'Mcm3', 'Mcm4', 'Ddx27', 'Paics', 'Ruvbl2', 'Polr2f', 'G3bp1', 'Gart', 'Gmps', 'Mat2a', 'Ruvbl1', 'Lig1', 'Chd1', 'Ctps', 'Pfkl', 'Gtf2f2', 'Ola1', 'Dtymk', 'Ddx24', 'Polr1d', 'Ddx56', 'Ddx1', 'Mcm2', 'Polr1e', 'Ddx39b', 'Nme1', 'Guk1', 'Trnt1', 'Ube2j2', 'Eif4a1', 'Polr3k', 'Ddx47', 'Dhx15', 'Glul', 'Cdc34', 'Nadk', 'Eif4a3', 'Polr2d', 'Ube2n', 'Ube2e1', 'Ak2', 'Ube2i', 'Ube2d3', 'Ddx5', 'Ddx46', 'Ddx52', 'Polr3h', 'Pgk1', 'Asns', 'Katna1', 'Ube2e3', 'Ddx3x', 'Ube2k', 'Chd4', 'Ube2l3', 'Polr2j', 'Ddx25', 'Acly', 'Ddx41', 'Polr2e', 'Nme2', 'Ube2d2a', 'Ube2m', 'Polr2k', 'Polr2i', 'Nudt2', 'Mthfd1', 'Aldh18a1', 'Hk1', 'Yars2', 'Ube2c', 'Polr2l', 'Mov10l1', 'Atad1', 'Acsm4', 'Acsl1', 'Ythdc2', 'Xylb', 'Wrn', 'Wars2', 'Vps4b', 'Vps4a', 'Vcp', 'Vars2', 'Uckl1', 'Uck2', 'Uck1', 'Ube2z', 'Ube2w', 'Ube2u', 'Ube2t', 'Ube2s', 'Ube2r2', 'Ube2ql1', 'Ube2q2', 'Ube2q1', 'Ube2o', 'Ube2l6', 'Ube2j1', 'Ube2h', 'Ube2g2', 'Ube2g1', 'Ube2f', 'Ube2e2', 'Ube2dnl2', 'Ube2dnl1', 'Ube2d2b', 'Ube2d1', 'Ube2b', 'Ube2a', 'Tut1', 'Ttl', 'Trim25', 'Tpk1', 'Tk2', 'Thg1l', 'Tdrd9', 'Tars2', 'Taf9', 'Supv3l1', 'Suclg1', 'Sucla2', 'Sphk2', 'Sphk1', 'Spast', 'Snrnp200', 'Smarcad1', 'Slc27a5', 'Slc27a2', 'Shpk', 'Sephs2', 'Sephs1', 'Sars2', 'Rtel1', 'Rtca', 'Rimklb', 'Rimkla', 'Rfk', 'Recql5', 'Recql4', 'Recql', 'Rbks', 'Rars2', 'Rad54l2', 'Qrsl1', 'Prps2', 'Prps1l3', 'Prps1l1', 'Ppip5k2', 'Ppip5k1', 'Ppcs', 'Polr3gl', 'Polr3g', 'Polr3f', 'Polr3e', 'Polr3d', 'Polr3c', 'Polr3b', 'Polr3a', 'Polr2g', 'Polr2c', 'Polr2b', 'Polr2a', 'Polr1b', 'Polr1a', 'Pnkp', 'Pmvk', 'Pkm', 'Pklr', 'Pif1', 'Pgk2', 'Pfkm', 'Pfkfb4', 'Pfkfb3', 'Pfkfb2', 'Pfkfb1', 'Pfas', 'Pdxk', 'Pcx', 'Pccb', 'Pcca', 'Pars2', 'Papss2', 'Papss1', 'Papolg', 'Papolb', 'Papola', 'Pank4', 'Pank3', 'Pank2', 'Pank1', 'Oplah', 'Ntpcr', 'Nsf', 'Nmrk2', 'Nmrk1', 'Nmnat3', 'Nmnat2', 'Nmnat1', 'Nme7', 'Nme6', 'Nme5', 'Nme4', 'Nme3', 'Nav2', 'Nars2', 'Nagk', 'Nadsyn1', 'Mvk', 'Mvd', 'Mtpap', 'Mthfs', 'Mthfd1l', 'Mov10', 'Mocs3', 'Mmab', 'Mcm9', 'Mcm8', 'Mccc2', 'Mccc1', 'Mat2b', 'Mat1a', 'Mars2', 'Lig4', 'Lig3', 'Lars2', 'Khk', 'Katnal2', 'Katnal1', 'Itpkc', 'Itpkb', 'Itpka', 'Itpk1', 'Ippk', 'Ipmk', 'Ino80', 'Ighmbp2', 'Ifih1', 'Idnk', 'Iars2', 'Hlcs', 'Hkdc1', 'Hk3', 'Hk2', 'Hibch', 'Hfm1', 'Helq', 'Helb', 'Hars2', 'Gykl1', 'Gss', 'Gphn', 'Gne', 'Glyctk', 'Gk5', 'Gk2', 'Gk', 'Gclc', 'Gck', 'Gatc', 'Galk2', 'Galk1', 'Fpgs', 'Flad1', 'Fignl1', 'Ficd', 'Farsb', 'Farsa', 'Fars2', 'Fancm', 'Fam20b', 'Etnk2', 'Etnk1', 'Ercc6l', 'Ercc3', 'Ercc2', 'Entpd8', 'Entpd3', 'Entpd2', 'Entpd1', 'Eif4a2', 'Ears2', 'E330021D16Rik', 'Dqx1', 'Dna2', 'Dhx9', 'Dhx8', 'Dhx58', 'Dhx57', 'Dhx40', 'Dhx38', 'Dhx37', 'Dhx36', 'Dhx35', 'Dhx34', 'Dhx33', 'Dhx32', 'Dhx30', 'Dhx29', 'Dhx16', 'Dguok', 'Ddx60', 'Ddx6', 'Ddx59', 'Ddx58', 'Ddx55', 'Ddx54', 'Ddx51', 'Ddx50', 'Ddx49', 'Ddx43', 'Ddx42', 'Ddx4', 'Ddx3y', 'Ddx31', 'Ddx28', 'Ddx23', 'Ddx20', 'Ddx19b', 'Ddx19a', 'Ddx17', 'Ddx11', 'Ddx10', 'Dck', 'Dars2', 'D1Pas1', 'Ctps2', 'Cps1', 'Coasy', 'Cmpk2', 'Cmpk1', 'Ckmt2', 'Ckmt1', 'Ckm', 'Chkb', 'Chka', 'Chd9', 'Chd8', 'Chd7', 'Chd6', 'Chd5', 'Chd3', 'Chd2', 'Chd1l', 'Cftr', 'Cars2', 'Carns1', 'Cad', 'Brip1', 'Blm', 'Atrx', 'Atp13a5', 'Atp13a4', 'Atp13a3', 'Atp13a2', 'Atp13a1', 'Atad2', 'Ass1', 'Ascc3', 'Aldh7a1', 'Ak8', 'Ak7', 'Ak5', 'Ak4', 'Adk', 'Adcy9', 'Adcy8', 'Adcy7', 'Adcy6', 'Adcy5', 'Adcy4', 'Adcy3', 'Adcy2', 'Adcy10', 'Adcy1', 'Acss3', 'Acss2', 'Acss1', 'Acsm5', 'Acsm3', 'Acsm2', 'Acsm1', 'Acsl6', 'Acsl5', 'Acsl4', 'Acsl3', 'Acsbg2', 'Acsbg1', 'Acacb', 'Acaca', 'Aars2', 'Aacs']","['P2ry6', 'P2ry4', 'P2ry2', 'P2ry13', 'P2ry12', 'P2ry1', 'P2rx7', 'P2rx6', 'P2rx5', 'P2rx4', 'P2rx3', 'P2rx2', 'P2rx1']","[-0.1006, -0.0871, 0.0463, -0.0243, 0.0224, 0.0224, 0.0222, 0.0221, 0.0207, 0.0186, 0.0175, 0.017, 0.0165, 0.0159, 0.0159, 0.0152, 0.0149, 0.0141, 0.0139, 0.0138, 0.0133, 0.0131, 0.0124, 0.0122, 0.0116, 0.0112, 0.0108, 0.0104, 0.0101, 0.0099, 0.0095, 0.0093, 0.0092, 0.0092, 0.0088, 0.0087, 0.0083, 0.0076, 0.0076, 0.0074, 0.0073, 0.0072, 0.0071, 0.0069, 0.0069, 0.0067, 0.0065, 0.0058, 0.0057, 0.0051, 0.005, 0.0049, 0.0047, 0.0046, 0.0046, 0.0045, 0.0045, 0.0044, 0.0042, 0.0038, 0.0037, 0.0033, 0.0031, 0.003, 0.0029, 0.0028, 0.0026, 0.0021, 0.0021, 0.0018, 0.0018, 0.0015, 0.0014, 0.0011, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, -1e-04, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0]","[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0]","[0.1129, 0.0978, 0.052, 0.0273, 0.0252, 0.0251, 0.0249, 0.0248, 0.0233, 0.0208, 0.0197, 0.0191, 0.0185, 0.0178, 0.0178, 0.0171, 0.0167, 0.0158, 0.0156, 0.0154, 0.0149, 0.0147, 0.014, 0.0137, 0.013, 0.0126, 0.0122, 0.0116, 0.0113, 0.0111, 0.0107, 0.0104, 0.0103, 0.0103, 0.0099, 0.0098, 0.0093, 0.0085, 0.0085, 0.0083, 0.0082, 0.0081, 0.008, 0.0078, 0.0077, 0.0075, 0.0073, 0.0065, 0.0064, 0.0057, 0.0056, 0.0055, 0.0052, 0.0052, 0.0052, 0.0051, 0.0051, 0.0049, 0.0048, 0.0043, 0.0042, 0.0037, 0.0035, 0.0034, 0.0032, 0.0032, 0.0029, 0.0024, 0.0023, 0.0021, 0.002, 0.0017, 0.0016, 0.0012, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 0.0002, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
